point_index,station_m_raw_direction,elevation_m,current_elevation_m,raise_m,modified,variant,geometry_source
328,398.000000000,14.874300784,11.694055986,3.180244797,1,distributed,constraint_reconstruction
329,398.067835631,14.870040024,11.690000000,3.180040024,1,distributed,constraint_reconstruction
330,400.000000000,14.902260045,11.734166598,3.168093448,1,distributed,constraint_reconstruction
331,402.000000000,14.919488987,11.779883824,3.139605163,1,distributed,constraint_reconstruction
332,404.000000000,14.916104743,11.825601050,3.090503694,1,distributed,constraint_reconstruction
333,406.000000000,14.887641570,11.871318276,3.016323294,1,distributed,constraint_reconstruction
334,408.000000000,14.829537872,11.917035502,2.912502371,1,distributed,constraint_reconstruction
335,410.000000000,14.737373584,11.962752728,2.774620857,1,distributed,constraint_reconstruction
336,412.000000000,14.607202396,12.008469954,2.598732443,1,distributed,constraint_reconstruction
337,412.504407092,14.567892615,12.020000000,2.547892615,1,distributed,constraint_reconstruction
338,414.000000000,14.750569382,12.368962187,2.381607195,1,distributed,constraint_reconstruction
339,416.000000000,14.957688438,12.835616160,2.122072278,1,distributed,constraint_reconstruction
340,418.000000000,15.122889407,13.302270134,1.820619273,1,distributed,constraint_reconstruction
341,420.000000000,15.249788255,13.768924108,1.480864147,1,distributed,constraint_reconstruction
342,422.000000000,15.345968726,14.235578082,1.110390645,1,distributed,constraint_reconstruction
343,424.000000000,15.424069567,14.702232055,0.721837511,1,distributed,constraint_reconstruction
344,426.000000000,15.502970033,15.168886029,0.334084004,1,distributed,constraint_reconstruction
345,427.847681560,15.600000000,15.600000000,0.000000000,0,distributed,constraint_reconstruction
346,450.404690266,16.590000000,16.590000000,0.000000000,0,distributed,constraint_reconstruction
347,472.844667483,16.640000000,16.640000000,0.000000000,0,distributed,constraint_reconstruction
348,490.059449411,19.920000000,19.920000000,0.000000000,0,distributed,constraint_reconstruction
349,499.791543623,23.300000000,23.300000000,0.000000000,0,distributed,constraint_reconstruction
350,510.535566272,23.300000000,23.300000000,0.000000000,0,distributed,constraint_reconstruction
351,514.492745489,19.840000000,19.840000000,0.000000000,0,distributed,constraint_reconstruction
352,531.643604399,19.290000000,19.290000000,0.000000000,0,distributed,constraint_reconstruction
