point_index,station_m_raw_direction,elevation_m,current_elevation_m,raise_m,modified,variant,geometry_source
231,297.246592484,3.649853955,0.613000000,3.036853955,1,distributed,constraint_reconstruction
232,298.000000000,3.662444686,0.626933957,3.035510729,1,distributed,constraint_reconstruction
233,299.247178398,3.682968556,0.650000000,3.032968556,1,distributed,constraint_reconstruction
234,300.000000000,3.694069462,0.662798215,3.031271247,1,distributed,constraint_reconstruction
235,301.247139648,3.712224397,0.684000000,3.028224397,1,distributed,constraint_reconstruction
236,302.000000000,3.731740289,0.705456936,3.026283353,1,distributed,constraint_reconstruction
237,303.247100897,3.763945708,0.741000000,3.022945708,1,distributed,constraint_reconstruction
238,304.000000000,3.777720685,0.756811188,3.020909498,1,distributed,constraint_reconstruction
239,305.247062147,3.800561409,0.783000000,3.017561409,1,distributed,constraint_reconstruction
240,306.000000000,3.781302678,0.765680743,3.015621935,1,distributed,constraint_reconstruction
241,307.246867387,3.749621151,0.737000000,3.012621151,1,distributed,constraint_reconstruction
242,308.000000000,3.750279189,0.739259442,3.011019748,1,distributed,constraint_reconstruction
243,309.246828637,3.751810785,0.743000000,3.008810785,1,distributed,constraint_reconstruction
244,310.000000000,3.737288176,0.729442653,3.007845523,1,distributed,constraint_reconstruction
245,311.246789886,3.713970334,0.707000000,3.006970334,1,distributed,constraint_reconstruction
246,312.000000000,3.707597409,0.700597590,3.006999819,1,distributed,constraint_reconstruction
247,313.246751136,3.698104227,0.690000000,3.008104227,1,distributed,constraint_reconstruction
248,314.000000000,3.694279780,0.684728802,3.009550978,1,distributed,constraint_reconstruction
249,315.247337050,3.689389594,0.676000000,3.013389594,1,distributed,constraint_reconstruction
250,316.000000000,3.711930661,0.695193277,3.016737384,1,distributed,constraint_reconstruction
251,317.247298300,3.751164593,0.727000000,3.024164593,1,distributed,constraint_reconstruction
252,318.000000000,3.800633574,0.770674598,3.029958977,1,distributed,constraint_reconstruction
253,319.246478632,3.884911655,0.843000000,3.041911655,1,distributed,constraint_reconstruction
254,320.000000000,3.921634495,0.870880831,3.050753664,1,distributed,constraint_reconstruction
255,321.246439882,3.985247723,0.917000000,3.068247723,1,distributed,constraint_reconstruction
256,322.000000000,4.003027628,0.922273376,3.080754252,1,distributed,constraint_reconstruction
